id,challan_id,track_id,timestamp,plate_number,confidence,location,camera_id,offense,fine_amount,status,full_image_path,rider_image_path,plate_image_path,pdf_path,officer_notes
65,CH-20260908-0124,b'|\x00\x00\x00\x00\x00\x00\x00',2026-09-08 22:20:20,IND-TMP-124,0.5,"Intersection 12, Ring Road North",CAM-NORTH-04,Section 129 / 194D MV Act - Riding Without Helmet,1000,Pending Review,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0124_full.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0124_rider.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0124_plate.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\challans\CH-20260908-0124.pdf,Autonomous ByteTrack multi-frame verified detection.
64,CH-20260908-0123,b'{\x00\x00\x00\x00\x00\x00\x00',2026-09-08 22:20:18,IND-TMP-123,0.57,"Intersection 12, Ring Road North",CAM-NORTH-04,Section 129 / 194D MV Act - Riding Without Helmet,1000,Pending Review,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0123_full.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0123_rider.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0123_plate.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\challans\CH-20260908-0123.pdf,Autonomous ByteTrack multi-frame verified detection.
63,CH-20260908-0121,b'y\x00\x00\x00\x00\x00\x00\x00',2026-09-08 22:20:09,IND-TMP-121,0.66,"Intersection 12, Ring Road North",CAM-NORTH-04,Section 129 / 194D MV Act - Riding Without Helmet,1000,Pending Review,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0121_full.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0121_rider.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0121_plate.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\challans\CH-20260908-0121.pdf,Autonomous ByteTrack multi-frame verified detection.
62,CH-20260908-0114,b'r\x00\x00\x00\x00\x00\x00\x00',2026-09-08 22:19:49,IND-TMP-114,0.58,"Intersection 12, Ring Road North",CAM-NORTH-04,Section 129 / 194D MV Act - Riding Without Helmet,1000,Pending Review,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0114_full.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0114_rider.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0114_plate.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\challans\CH-20260908-0114.pdf,Autonomous ByteTrack multi-frame verified detection.
61,CH-20260908-0097,b'a\x00\x00\x00\x00\x00\x00\x00',2026-09-08 22:19:27,IND-TMP-97,0.51,"Intersection 12, Ring Road North",CAM-NORTH-04,Section 129 / 194D MV Act - Riding Without Helmet,1000,Pending Review,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0097_full.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0097_rider.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0097_plate.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\challans\CH-20260908-0097.pdf,Autonomous ByteTrack multi-frame verified detection.
60,CH-20260908-0080,b'P\x00\x00\x00\x00\x00\x00\x00',2026-09-08 22:19:26,IND-TMP-80,0.49,"Intersection 12, Ring Road North",CAM-NORTH-04,Section 129 / 194D MV Act - Riding Without Helmet,1000,Pending Review,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0080_full.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0080_rider.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0080_plate.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\challans\CH-20260908-0080.pdf,Autonomous ByteTrack multi-frame verified detection.
59,CH-20260908-0096,b'`\x00\x00\x00\x00\x00\x00\x00',2026-09-08 22:18:38,IND-TMP-96,0.43,"Intersection 12, Ring Road North",CAM-NORTH-04,Section 129 / 194D MV Act - Riding Without Helmet,1000,Pending Review,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0096_full.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0096_rider.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0096_plate.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\challans\CH-20260908-0096.pdf,Autonomous ByteTrack multi-frame verified detection.
58,CH-20260908-0081,b'Q\x00\x00\x00\x00\x00\x00\x00',2026-09-08 22:17:28,IND-TMP-81,0.4,"Intersection 12, Ring Road North",CAM-NORTH-04,Section 129 / 194D MV Act - Riding Without Helmet,1000,Pending Review,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0081_full.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0081_rider.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0081_plate.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\challans\CH-20260908-0081.pdf,Autonomous ByteTrack multi-frame verified detection.
57,CH-20260908-0052,b'4\x00\x00\x00\x00\x00\x00\x00',2026-09-08 22:16:46,IND-TMP-52,0.61,"Intersection 12, Ring Road North",CAM-NORTH-04,Section 129 / 194D MV Act - Riding Without Helmet,1000,Pending Review,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0052_full.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0052_rider.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0052_plate.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\challans\CH-20260908-0052.pdf,Autonomous ByteTrack multi-frame verified detection.
56,CH-20260908-0024,b'\x18\x00\x00\x00\x00\x00\x00\x00',2026-09-08 22:15:56,IND-TMP-24,0.61,"Intersection 12, Ring Road North",CAM-NORTH-04,Section 129 / 194D MV Act - Riding Without Helmet,1000,Pending Review,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0024_full.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0024_rider.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0024_plate.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\challans\CH-20260908-0024.pdf,Autonomous ByteTrack multi-frame verified detection.
55,CH-20260908-0505,b'\xf9\x01\x00\x00\x00\x00\x00\x00',2026-09-08 16:45:32,IND-TMP-505,0.61,"Intersection 12, Ring Road North",CAM-NORTH-04,Section 129 / 194D MV Act - Riding Without Helmet,1000,Pending Review,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0505_full.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0505_rider.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0505_plate.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\challans\CH-20260908-0505.pdf,Autonomous ByteTrack multi-frame verified detection.
54,CH-20260908-0478,b'\xde\x01\x00\x00\x00\x00\x00\x00',2026-09-08 16:44:27,IND-TMP-478,0.61,"Intersection 12, Ring Road North",CAM-NORTH-04,Section 129 / 194D MV Act - Riding Without Helmet,1000,Pending Review,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0478_full.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0478_rider.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0478_plate.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\challans\CH-20260908-0478.pdf,Autonomous ByteTrack multi-frame verified detection.
53,CH-20260908-0469,b'\xd5\x01\x00\x00\x00\x00\x00\x00',2026-09-08 16:43:20,IND-TMP-469,0.61,"Intersection 12, Ring Road North",CAM-NORTH-04,Section 129 / 194D MV Act - Riding Without Helmet,1000,Pending Review,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0469_full.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0469_rider.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0469_plate.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\challans\CH-20260908-0469.pdf,Autonomous ByteTrack multi-frame verified detection.
52,CH-20260908-0460,b'\xcc\x01\x00\x00\x00\x00\x00\x00',2026-09-08 16:43:05,IND-TMP-460,0.61,"Intersection 12, Ring Road North",CAM-NORTH-04,Section 129 / 194D MV Act - Riding Without Helmet,1000,Pending Review,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0460_full.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0460_rider.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0460_plate.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\challans\CH-20260908-0460.pdf,Autonomous ByteTrack multi-frame verified detection.
51,CH-20260908-0427,b'\xab\x01\x00\x00\x00\x00\x00\x00',2026-09-08 16:41:53,IND-TMP-427,0.61,"Intersection 12, Ring Road North",CAM-NORTH-04,Section 129 / 194D MV Act - Riding Without Helmet,1000,Pending Review,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0427_full.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0427_rider.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0427_plate.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\challans\CH-20260908-0427.pdf,Autonomous ByteTrack multi-frame verified detection.
50,CH-20260908-0409,b'\x99\x01\x00\x00\x00\x00\x00\x00',2026-09-08 16:41:36,IND-TMP-409,0.61,"Intersection 12, Ring Road North",CAM-NORTH-04,Section 129 / 194D MV Act - Riding Without Helmet,1000,Pending Review,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0409_full.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0409_rider.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0409_plate.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\challans\CH-20260908-0409.pdf,Autonomous ByteTrack multi-frame verified detection.
49,CH-20260908-0393,b'\x89\x01\x00\x00\x00\x00\x00\x00',2026-09-08 16:41:02,IND-TMP-393,0.61,"Intersection 12, Ring Road North",CAM-NORTH-04,Section 129 / 194D MV Act - Riding Without Helmet,1000,Pending Review,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0393_full.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0393_rider.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0393_plate.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\challans\CH-20260908-0393.pdf,Autonomous ByteTrack multi-frame verified detection.
48,CH-20260908-0192,b'\xc0\x00\x00\x00\x00\x00\x00\x00',2026-09-08 16:40:10,IND-TMP-192,0.42,"Intersection 12, Ring Road North",CAM-NORTH-04,Section 129 / 194D MV Act - Riding Without Helmet,1000,Pending Review,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0192_full.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0192_rider.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0192_plate.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\challans\CH-20260908-0192.pdf,Autonomous ByteTrack multi-frame verified detection.
47,CH-20260908-0157,b'\x9d\x00\x00\x00\x00\x00\x00\x00',2026-09-08 16:38:51,IND-TMP-157,0.61,"Intersection 12, Ring Road North",CAM-NORTH-04,Section 129 / 194D MV Act - Riding Without Helmet,1000,Pending Review,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0157_full.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0157_rider.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0157_plate.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\challans\CH-20260908-0157.pdf,Autonomous ByteTrack multi-frame verified detection.
46,CH-20260908-0150,b'\x96\x00\x00\x00\x00\x00\x00\x00',2026-09-08 16:38:34,IND-TMP-150,0.61,"Intersection 12, Ring Road North",CAM-NORTH-04,Section 129 / 194D MV Act - Riding Without Helmet,1000,Pending Review,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0150_full.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0150_rider.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0150_plate.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\challans\CH-20260908-0150.pdf,Autonomous ByteTrack multi-frame verified detection.
45,CH-20260908-0122,b'z\x00\x00\x00\x00\x00\x00\x00',2026-09-08 16:37:49,IND-TMP-122,0.61,"Intersection 12, Ring Road North",CAM-NORTH-04,Section 129 / 194D MV Act - Riding Without Helmet,1000,Pending Review,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0122_full.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0122_rider.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0122_plate.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\challans\CH-20260908-0122.pdf,Autonomous ByteTrack multi-frame verified detection.
44,CH-20260908-0094,b'^\x00\x00\x00\x00\x00\x00\x00',2026-09-08 16:36:34,IND-TMP-94,0.61,"Intersection 12, Ring Road North",CAM-NORTH-04,Section 129 / 194D MV Act - Riding Without Helmet,1000,Pending Review,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0094_full.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0094_rider.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0094_plate.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\challans\CH-20260908-0094.pdf,Autonomous ByteTrack multi-frame verified detection.
43,CH-20260908-0066,b'B\x00\x00\x00\x00\x00\x00\x00',2026-09-08 16:35:16,IND-TMP-66,0.61,"Intersection 12, Ring Road North",CAM-NORTH-04,Section 129 / 194D MV Act - Riding Without Helmet,1000,Pending Review,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0066_full.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0066_rider.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0066_plate.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\challans\CH-20260908-0066.pdf,Autonomous ByteTrack multi-frame verified detection.
42,CH-20260908-0038,b'&\x00\x00\x00\x00\x00\x00\x00',2026-09-08 16:34:12,IND-TMP-38,0.61,"Intersection 12, Ring Road North",CAM-NORTH-04,Section 129 / 194D MV Act - Riding Without Helmet,1000,Pending Review,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0038_full.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0038_rider.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0038_plate.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\challans\CH-20260908-0038.pdf,Autonomous ByteTrack multi-frame verified detection.
41,CH-20260908-0010,b'\n\x00\x00\x00\x00\x00\x00\x00',2026-09-08 16:33:26,IND-TMP-10,0.61,"Intersection 12, Ring Road North",CAM-NORTH-04,Section 129 / 194D MV Act - Riding Without Helmet,1000,Pending Review,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0010_full.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0010_rider.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0010_plate.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\challans\CH-20260908-0010.pdf,Autonomous ByteTrack multi-frame verified detection.
40,CH-20260908-0261,b'\x05\x01\x00\x00\x00\x00\x00\x00',2026-09-08 16:09:25,IND-TMP-261,0.5,"Intersection 12, Ring Road North",CAM-NORTH-04,Section 129 / 194D MV Act - Riding Without Helmet,1000,Pending Review,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0261_full.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0261_rider.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0261_plate.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\challans\CH-20260908-0261.pdf,Autonomous ByteTrack multi-frame verified detection.
39,CH-20260908-0260,b'\x04\x01\x00\x00\x00\x00\x00\x00',2026-09-08 16:09:21,IND-TMP-260,0.57,"Intersection 12, Ring Road North",CAM-NORTH-04,Section 129 / 194D MV Act - Riding Without Helmet,1000,Pending Review,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0260_full.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0260_rider.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0260_plate.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\challans\CH-20260908-0260.pdf,Autonomous ByteTrack multi-frame verified detection.
38,CH-20260908-0258,b'\x02\x01\x00\x00\x00\x00\x00\x00',2026-09-08 16:09:07,IND-TMP-258,0.66,"Intersection 12, Ring Road North",CAM-NORTH-04,Section 129 / 194D MV Act - Riding Without Helmet,1000,Pending Review,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0258_full.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0258_rider.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0258_plate.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\challans\CH-20260908-0258.pdf,Autonomous ByteTrack multi-frame verified detection.
37,CH-20260908-0251,b'\xfb\x00\x00\x00\x00\x00\x00\x00',2026-09-08 16:08:36,IND-TMP-251,0.58,"Intersection 12, Ring Road North",CAM-NORTH-04,Section 129 / 194D MV Act - Riding Without Helmet,1000,Pending Review,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0251_full.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0251_rider.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\evidence\CH-20260908-0251_plate.jpg,C:\Users\mohil\OneDrive\Documents\SmartChallan ai\storage\challans\CH-20260908-0251.pdf,Autonomous ByteTrack multi-frame verified detection.
